,symbol,country,currency,estimateCurrency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl,date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,year
173,COO,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1983-01-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COO.png,17060.590783,Cooper Companies Inc,19254603600.0,199.12,COO,https://www.coopercos.com/,2024-08-28,,0.9203,amc,3,,1007432196.0,2024
174,COP,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COP.png,129459.176776,Conocophillips,12812931000.0,1164.31,COP,https://www.conocophillips.com/,2024-10-31,,2.219,amc,3,,15201548935.0,2024
175,COP,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COP.png,129459.176776,Conocophillips,12812931000.0,1164.31,COP,https://www.conocophillips.com/,2024-08-01,,2.2569,amc,2,,15313197910.0,2024
176,COST,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1985-12-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COST.png,393171.653413,Costco Wholesale Corp,14253138100.0,443.34,COST,https://www.costco.com/,2024-09-24,,5.1303,amc,4,,81491810007.0,2024
177,COTY,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,2013-06-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COTY.png,8591.605663000002,Coty Inc,12123897300.0,867.84,COTY,https://www.coty.com/,2024-11-05,,0.2093,amc,1,,1753877668.0,2025
178,COTY,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,2013-06-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COTY.png,8591.605663000002,Coty Inc,12123897300.0,867.84,COTY,https://www.coty.com/,2024-08-20,,0.0514,amc,4,,1402591800.0,2024
179,CPB,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,1954-11-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CPB.png,13548.374646000002,Campbell Soup Co,18563424800.0,298.55,CPB,https://www.campbellsoupcompany.com/,2024-08-29,,0.626,amc,4,,2346956796.0,2024
180,CRM,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,2004-06-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CRM.png,244604.662903,Salesforce Inc,14159017000.0,969.0,CRM,https://www.salesforce.com/,2024-08-28,,2.3796,amc,2,,9326721547.0,2025
181,CSCO,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Communications,1990-02-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950800186156.png,184519.710061,Cisco Systems Inc,14085264000.0,4028.81,CSCO,https://www.cisco.com/,2024-11-13,,0.8666,amc,1,,13984596015.0,2025
182,CSCO,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Communications,1990-02-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950800186156.png,184519.710061,Cisco Systems Inc,14085264000.0,4028.81,CSCO,https://www.cisco.com/,2024-08-14,,0.865,amc,4,,13807997937.0,2024
183,CSX,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Road & Rail,1980-11-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CSX.png,63496.032093,CSX Corp,19043593200.0,1954.93,CSX,https://www.csx.com/,2024-10-17,,0.4987,amc,3,,3794701027.0,2024
184,CSX,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Road & Rail,1980-11-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CSX.png,63496.032093,CSX Corp,19043593200.0,1954.93,CSX,https://www.csx.com/,2024-08-05,,0.4843,amc,2,,3740788449.0,2024
185,CTAS,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,1983-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CTAS.png,72170.80792200002,Cintas Corp,15134591200.0,101.46,CTAS,https://www.cintas.com/,2024-09-24,,4.0912,amc,1,,2543606915.0,2025
186,CTAS,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,1983-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CTAS.png,72170.80792200002,Cintas Corp,15134591200.0,101.46,CTAS,https://www.cintas.com/,2024-07-18,,3.8702,amc,4,,2518081293.0,2024
187,CTSH,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1998-06-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CTSH.png,33257.632984,Cognizant Technology Solutions Corp,12018010233.0,497.2,CTSH,https://www.cognizant.com/,2024-10-30,,1.1974,amc,3,,5006569346.0,2024
188,CTSH,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1998-06-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CTSH.png,33257.632984,Cognizant Technology Solutions Corp,12018010233.0,497.2,CTSH,https://www.cognizant.com/,2024-07-24,,1.1378,amc,2,,4894273568.0,2024
189,CVS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1952-10-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CVS.png,72334.59362,CVS Health Corp,14017651500.0,1255.37,CVS,https://cvshealth.com/,2024-10-30,,2.0287,amc,3,,93265183094.0,2024
190,CVS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1952-10-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CVS.png,72334.59362,CVS Health Corp,14017651500.0,1255.37,CVS,https://cvshealth.com/,2024-07-31,,1.7948,amc,2,,92394570790.0,2024
191,CVX,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1921-06-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CVX.png,281936.940666,Chevron Corp,19258421000.0,1842.97,CVX,https://www.chevron.com/,2024-10-25,,3.323,amc,3,,51580605060.0,2024
192,CVX,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1921-06-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CVX.png,281936.940666,Chevron Corp,19258421000.0,1842.97,CVX,https://www.chevron.com/,2024-08-02,,3.2881,amc,2,,51810928348.0,2024
193,C,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,1986-10-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/C.png,126940.10955,Citigroup Inc,12125591000.0,1907.44,C,http://www.citigroup.com/,2024-10-15,,1.473,amc,3,,20393966261.0,2024
194,C,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,1986-10-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/C.png,126940.10955,Citigroup Inc,12125591000.0,1907.44,C,http://www.citigroup.com/,2024-07-12,,1.4268,bmo,2,,20477017435.0,2024
195,DAL,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,2007-04-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DAL.png,30258.737074,Delta Air Lines Inc,14047152600.0,645.31,DAL,https://www.delta.com/,2024-10-10,,2.1605,amc,3,,15576255814.0,2024
196,DAL,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,2007-04-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DAL.png,30258.737074,Delta Air Lines Inc,14047152600.0,645.31,DAL,https://www.delta.com/,2024-07-11,,2.3942,bmo,2,,15644127814.0,2024
197,DE,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1933-06-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DE.png,96129.946803,Deere & Co,13097658000.0,275.57,DE,https://www.deere.com/,2024-08-16,,6.0487,amc,3,,11337261592.0,2024
198,DFS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2007-06-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DFS.png,32577.87384,Discover Financial Services,12244050900.0,250.6,DFS,https://www.discover.com/,2024-10-16,,2.9671,amc,3,,4357291419.0,2024
199,DFS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2007-06-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DFS.png,32577.87384,Discover Financial Services,12244050900.0,250.6,DFS,https://www.discover.com/,2024-07-17,,2.9815,amc,2,,4224033402.0,2024
200,DGX,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1996-12-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DGX.png,15370.629415,Quest Diagnostics Inc,19735202700.0,111.09,DGX,https://www.questdiagnostics.com/,2024-10-22,,2.3303,amc,3,,2386228312.0,2024
201,DGX,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1996-12-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DGX.png,15370.629415,Quest Diagnostics Inc,19735202700.0,111.09,DGX,https://www.questdiagnostics.com/,2024-07-23,,2.3567,amc,2,,2415753713.0,2024
202,DG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,2009-11-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DG.png,28265.257260999995,Dollar General Corp,16158554000.0,219.89,DG,https://www.dollargeneral.com/,2024-08-29,,1.8579,amc,2,,10697997253.0,2025
203,DHI,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1992-06-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DHI.png,44786.466797,DR Horton Inc,18173908200.0,329.31,DHI,https://www.drhorton.com/,2024-11-05,,4.1512,amc,4,,10613868264.0,2024
204,DHI,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1992-06-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DHI.png,44786.466797,DR Horton Inc,18173908200.0,329.31,DHI,https://www.drhorton.com/,2024-07-18,,3.8035,amc,3,,9858067165.0,2024
205,DHR,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools & Services,1969-12-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DHR.png,177609.231118,Danaher Corp,12028280850.0,740.69,DHR,https://www.danaher.com/,2024-10-22,,1.711,amc,3,,5807467457.0,2024
206,DHR,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools & Services,1969-12-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DHR.png,177609.231118,Danaher Corp,12028280850.0,740.69,DHR,https://www.danaher.com/,2024-07-23,,1.5905,amc,2,,5645957792.0,2024
207,DIS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,1957-11-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DIS.png,176926.325681,Walt Disney Co,18185601000.0,1823.04,DIS,https://thewaltdisneycompany.com/,2024-11-06,,1.1263,amc,4,,22816992527.0,2024
208,DIS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,1957-11-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DIS.png,176926.325681,Walt Disney Co,18185601000.0,1823.04,DIS,https://thewaltdisneycompany.com/,2024-08-06,,1.1821,amc,3,,23292406950.0,2024
209,DLR,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,2004-11-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959090646.png,49504.654245,Digital Realty Trust Inc,17372810101.0,324.5,DLR,https://www.digitalrealty.com,2024-10-24,,0.2643,amc,3,,1436109738.0,2024
210,DLR,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,2004-11-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959090646.png,49504.654245,Digital Realty Trust Inc,17372810101.0,324.5,DLR,https://www.digitalrealty.com,2024-07-25,,0.239,amc,2,,1394560994.0,2024
211,DLTR,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1995-03-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DLTR.png,22360.624083,Dollar Tree Inc,17573215000.0,214.94,DLTR,https://www.dollartree.com/,2024-08-22,,1.0838,amc,2,,7646570454.0,2025
212,DOV,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1956-12-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DOV.png,24068.144682999995,Dover Corp,16305411540.0,137.43,DOV,https://www.dovercorporation.com/,2024-10-22,,2.4946,amc,3,,2235639969.0,2024
213,DOV,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1956-12-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DOV.png,24068.144682999995,Dover Corp,16305411540.0,137.43,DOV,https://www.dovercorporation.com/,2024-07-18,,2.2308,amc,2,,2166236385.0,2024
214,DRI,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",1995-05-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DRI.png,16744.865979,Darden Restaurants Inc,14072454000.0,119.36,DRI,https://www.darden.com,2024-09-19,,1.8638,amc,1,,2850609627.0,2025
215,DTE,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1949-11-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DTE.png,22487.871215,DTE Energy Co,13132354000.0,206.94,DTE,https://ir.dteenergy.com/,2024-10-30,,1.8778,amc,3,,2864689260.0,2024
216,DTE,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1949-11-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DTE.png,22487.871215,DTE Energy Co,13132354000.0,206.94,DTE,https://ir.dteenergy.com/,2024-07-25,,1.2029,amc,2,,2405827403.0,2024
217,DUK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,2012-07-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DUK.png,77902.32595499998,Duke Energy Corp,18004883853.0,771.77,DUK,https://www.duke-energy.com/,2024-10-31,,2.0187,amc,3,,8563285000.0,2024
218,DUK,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,2012-07-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DUK.png,77902.32595499998,Duke Energy Corp,18004883853.0,771.77,DUK,https://www.duke-energy.com/,2024-08-06,,1.061,amc,2,,6547811820.0,2024
219,DVA,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1995-10-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DVA.png,12095.583419,DaVita Inc,13105362668.0,87.7,DVA,https://www.davita.com/,2024-11-05,,2.6404,amc,3,,3257320700.0,2024
220,DVA,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1995-10-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DVA.png,12095.583419,DaVita Inc,13105362668.0,87.7,DVA,https://www.davita.com/,2024-08-01,,2.5048,amc,2,,3183431120.0,2024
221,DVN,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1985-07-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DVN.png,28905.954115,Devon Energy Corp,14055528183.0,632.0,DVN,https://www.devonenergy.com/,2024-11-05,,1.3665,amc,3,,3939034340.0,2024
222,DVN,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1985-07-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DVN.png,28905.954115,Devon Energy Corp,14055528183.0,632.0,DVN,https://www.devonenergy.com/,2024-08-06,,1.3389,amc,2,,3939614080.0,2024
223,DXC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,1968-10-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DXC.png,3320.626895,DXC Technology Co,17032459675.0,180.27,DXC,https://dxc.com/us/en,2024-10-30,,0.6629,amc,2,,3218694936.0,2025
224,DXC,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,1968-10-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DXC.png,3320.626895,DXC Technology Co,17032459675.0,180.27,DXC,https://dxc.com/us/en,2024-07-31,,0.5821,amc,1,,3164909063.0,2025
225,D,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1983-05-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/D.png,41474.66472400001,Dominion Energy Inc,18048192000.0,838.21,D,https://www.dominionenergy.com/,2024-11-01,,0.9855,amc,3,,4445684280.0,2024
226,D,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1983-05-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/D.png,41474.66472400001,Dominion Energy Inc,18048192000.0,838.21,D,https://www.dominionenergy.com/,2024-08-01,,0.5999,amc,2,,3995421936.0,2024
227,EA,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,1989-01-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EA.png,37357.08907999999,Electronic Arts Inc,16506281500.0,265.74,EA,https://www.ea.com/,2024-10-30,,1.873,amc,2,,1975757134.0,2025
228,EA,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,1989-01-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EA.png,37357.08907999999,Electronic Arts Inc,16506281500.0,265.74,EA,https://www.ea.com/,2024-07-30,,0.4231,amc,1,,1297609965.0,2025
229,EBAY,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1998-09-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EBAY.png,26430.300766000004,eBay Inc,14083767400.0,502.0,EBAY,https://www.ebayinc.com/,2024-11-05,,1.1527,amc,3,,2587638652.0,2024
230,EBAY,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1998-09-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EBAY.png,26430.300766000004,eBay Inc,14083767400.0,502.0,EBAY,https://www.ebayinc.com/,2024-08-07,,1.15,amc,2,,2577550954.0,2024
231,ECL,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1957-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ECL.png,69179.28252399998,Ecolab Inc,18002326522.0,285.57,ECL,https://www.ecolab.com/,2024-10-29,,1.8154,amc,3,,4171580840.0,2024
232,ECL,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1957-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ECL.png,69179.28252399998,Ecolab Inc,18002326522.0,285.57,ECL,https://www.ecolab.com/,2024-07-30,,1.6911,amc,2,,4069523481.0,2024
233,ED,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1948-06-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ED.png,30727.41406,Consolidated Edison Inc,18005225635.0,345.83,ED,https://www.conedison.com/,2024-10-31,,1.7035,amc,3,,4217590028.0,2024
234,ED,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1948-06-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ED.png,30727.41406,Consolidated Edison Inc,18005225635.0,345.83,ED,https://www.conedison.com/,2024-08-01,,0.5783,amc,2,,3239063454.0,2024
235,EFX,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,1971-05-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EFX.png,29698.853350000005,Equifax Inc,14048858000.0,123.61,EFX,https://www.equifax.com/,2024-10-16,,2.0347,amc,3,,1470977049.0,2024
236,EFX,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,1971-05-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EFX.png,29698.853350000005,Equifax Inc,14048858000.0,123.61,EFX,https://www.equifax.com/,2024-07-17,,1.7448,amc,2,,1436667197.0,2024
237,EIX,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1926-05-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EIX.png,27521.385322999995,Edison International,16263022222.0,384.75,EIX,https://www.edison.com/,2024-10-30,,1.5089,amc,3,,4795061102.0,2024
238,EIX,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1926-05-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EIX.png,27521.385322999995,Edison International,16263022222.0,384.75,EIX,https://www.edison.com/,2024-07-25,,1.0524,amc,2,,4127719257.0,2024
239,EL,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1995-11-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EL.png,37365.947924,Estee Lauder Companies Inc,12125724200.0,358.56,EL,https://www.elcompanies.com/,2024-10-30,,0.7357,amc,1,,3959520139.0,2025
240,EL,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,1995-11-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EL.png,37365.947924,Estee Lauder Companies Inc,12125724200.0,358.56,EL,https://www.elcompanies.com/,2024-08-19,,0.2864,amc,4,,3970261350.0,2024
241,EMN,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1993-12-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EMN.png,11132.344164,Eastman Chemical Co,14232292000.0,117.65,EMN,https://www.eastman.com/,2024-10-24,,2.2078,amc,3,,2432041620.0,2024
242,EMN,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1993-12-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EMN.png,11132.344164,Eastman Chemical Co,14232292000.0,117.65,EMN,https://www.eastman.com/,2024-07-25,,2.0424,amc,2,,2381457355.0,2024
243,EMR,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,1944-09-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EMR.png,62696.43422899999,Emerson Electric Co,13145532000.0,572.1,EMR,https://www.emerson.com/en-us,2024-11-05,,1.4884,amc,4,,4676538693.0,2024
244,EMR,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,1944-09-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EMR.png,62696.43422899999,Emerson Electric Co,13145532000.0,572.1,EMR,https://www.emerson.com/en-us,2024-08-06,,1.4256,amc,3,,4477519476.0,2024
245,EOG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1989-10-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EOG.png,72223.884112,EOG Resources Inc,17136517000.0,574.71,EOG,https://www.eogresources.com/,2024-10-31,,3.0504,amc,3,,5590315761.0,2024
246,EOG,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1989-10-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EOG.png,72223.884112,EOG Resources Inc,17136517000.0,574.71,EOG,https://www.eogresources.com/,2024-08-01,,3.0356,amc,2,,5510130649.0,2024
247,EQIX,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,2000-08-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959004916.png,72776.563479,Equinix Inc,16505986000.0,94.91,EQIX,https://www.equinix.com/,2024-10-23,,2.7931,amc,3,,2257300218.0,2024
248,EQIX,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,2000-08-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959004916.png,72776.563479,Equinix Inc,16505986000.0,94.91,EQIX,https://www.equinix.com/,2024-08-07,,2.7569,amc,2,,2201790502.0,2024
249,EQR,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1993-08-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959039466.png,25751.145215,Equity Residential,13129281178.0,378.97,EQR,https://www.equityapartments.com/,2024-10-29,,0.404,amc,3,,749515374.0,2024
250,EQR,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1993-08-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959039466.png,25751.145215,Equity Residential,13129281178.0,378.97,EQR,https://www.equityapartments.com/,2024-07-29,,0.3872,amc,2,,741468775.0,2024
251,EQT,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1950-06-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EQT.png,16135.805921,EQT Corp,14125535700.0,441.59,EQT,https://www.eqt.com/,2024-10-23,,-0.0056,amc,3,,1337214043.0,2024
252,EQT,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1950-06-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EQT.png,16135.805921,EQT Corp,14125535700.0,441.59,EQT,https://www.eqt.com/,2024-07-23,,0.044,amc,2,,1122736907.0,2024
253,ESS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1994-06-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959039476.png,17719.774551,Essex Property Trust Inc,19187425531.0,64.21,ESS,https://www.essexapartmenthomes.com/,2024-10-24,,1.3063,amc,3,,439572806.0,2024
254,ESS,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1994-06-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959039476.png,17719.774551,Essex Property Trust Inc,19187425531.0,64.21,ESS,https://www.essexapartmenthomes.com/,2024-07-30,,1.3399,amc,2,,436138937.0,2024
255,ES,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1967-02-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ES.png,20374.443657,Eversource Energy,18606655000.0,352.26,ES,https://www.eversource.com/,2024-11-01,,1.0597,amc,3,,3021134457.0,2024
256,ES,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1967-02-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ES.png,20374.443657,Eversource Energy,18606655000.0,352.26,ES,https://www.eversource.com/,2024-07-25,,1.0267,amc,2,,2870422797.0,2024
257,ETN,IE,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,2012-12-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ETN.png,127420.250693,Eaton Corporation PLC,35316372900.0,399.8,ETN,https://www.eaton.com/,2024-07-30,,2.6266,amc,2,,6412871042.0,2024
258,ETR,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1949-05-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ETR.png,22410.701362,Entergy Corp,15045764000.0,213.54,ETR,https://www.entergy.com,2024-10-30,,3.2483,amc,3,,3737413292.0,2024
